MUNNOMBRE;PARNOMBRE;VOTOS
ALMEIDA;Alianza Verde;19
ALMEIDA;Cambio Radical;99
ALMEIDA;Candidatura No Aceptada;4
ALMEIDA;Centro Democrático;63
ALMEIDA;Movimiento MIRA;7
ALMEIDA;PARTIDO UNION PATRIOTICA  UP;1
ALMEIDA;Partido Conservador Colombiano;168
ALMEIDA;Partido Liberal Colombiano;85
ALMEIDA;Partido Union Patriotica  Up;2
ALMEIDA;Partido de la U;214
ALMEIDA;Polo Democrático Alternativo;18
AQUITANIA;ASOC DE AUTORIDADES TRAD Y CABILDOS INDIGENAS DE COL;1
AQUITANIA;ASOC REGIONAL DE AFROCOL LA MINGA AFROMINGA;1
AQUITANIA;Aimac;1
AQUITANIA;Alianza Verde;198
AQUITANIA;Asoc Regional De Afrocol La Minga Afrominga;1
